"";"Publication.Year";"Count.of.Simple.Family.Members";"Simple.Family.Cited.by.Count";"Count.of.Other.References";"Count.of.Cited.by.Patents";"Count.of.Cites.Patents";"Count.of.Cited.by.Patents.Within.3.years";"Count.of.Cited.by.Patents.Within.5.years";"Simple.Legal.Status";"Count.of.claims";"Quality.of.Family";"Cluster"
"3069";2005;1;12;0;12;9;5;6;3;10;0;"1"
"3070";1998;8;46;4;39;23;0;0;3;24;1;"1"
"3071";2002;7;15;0;1;8;0;0;3;20;0;"1"
"3072";2020;1;0;0;0;5;0;0;1;43;0;"1"
"3073";1952;1;0;0;0;0;0;0;3;3;0;"2"
"3074";1992;1;51;0;51;14;0;1;3;19;1;"1"
"3075";1965;1;0;0;0;0;0;0;3;2;0;"2"
"3076";2008;12;67;0;0;4;0;0;3;38;1;"1"
"3077";1930;1;1;0;1;0;0;0;3;1;0;"2"
"3078";1936;1;0;0;0;0;0;0;3;10;0;"2"
"3079";2007;1;1;1;1;3;1;1;3;1;0;"1"
"3080";1996;2;7;0;0;0;0;0;3;10;0;"1"
"3081";1998;1;20;0;20;19;1;5;3;27;1;"1"
"3082";1991;1;4;0;4;0;1;3;3;28;0;"1"
"3083";2007;1;44;0;44;0;1;6;3;8;0;"1"
"3084";1941;1;1;0;1;0;0;0;3;9;0;"2"
"3085";1998;1;66;0;66;21;3;5;3;20;1;"1"
"3086";1975;1;21;0;21;6;0;1;3;32;1;"1"
"3087";2007;7;5;0;0;0;0;0;1;29;1;"1"
"3088";2004;2;27;0;17;13;3;3;3;43;1;"1"
"3089";1915;1;0;0;0;0;0;0;3;33;0;"2"
"3090";1975;1;3;0;3;0;0;0;3;68;0;"1"
"3091";1928;1;1;0;1;0;0;0;3;1;0;"2"
"3092";1911;2;0;0;0;0;0;0;3;40;0;"2"
"3093";2001;1;39;0;39;12;0;1;3;47;1;"1"
"3094";1994;2;1;0;0;0;0;0;3;23;0;"1"
"3095";2007;2;36;0;14;24;8;9;3;20;1;"1"
"3096";1912;1;0;0;0;0;0;0;3;1;0;"2"
"3097";1949;1;0;0;0;0;0;0;3;2;0;"2"
"3098";2011;1;0;0;0;0;0;0;3;9;0;"1"
"3099";2014;2;0;0;0;0;0;0;1;3;0;"1"
"3100";2016;1;0;0;0;0;0;0;3;5;0;"1"
"3101";1998;40;27;0;1;0;0;0;3;63;0;"1"
"3102";1954;1;1;0;1;0;1;1;3;3;0;"2"
"3103";1911;1;0;0;0;0;0;0;3;10;0;"2"
"3104";2013;1;3;0;3;4;0;0;3;6;0;"1"
"3105";1928;1;0;0;0;0;0;0;3;1;0;"2"
"3106";1977;2;19;0;0;0;0;0;3;14;0;"1"
"3107";1938;1;2;0;2;0;0;0;3;13;0;"2"
"3108";1933;1;0;0;0;0;0;0;3;28;0;"2"
"3109";1911;1;1;0;1;0;0;0;3;5;0;"2"
"3110";2014;10;24;1;0;3;0;0;2;17;0;"1"
"3111";1911;1;0;0;0;0;0;0;3;6;0;"2"
"3112";1955;1;1;0;1;0;0;1;3;10;0;"2"
"3113";2004;1;0;0;0;0;0;0;3;12;0;"1"
"3114";1913;2;3;0;0;0;0;0;3;2;0;"2"
"3115";1989;1;9;0;9;1;1;1;3;92;0;"1"
"3116";1911;1;0;0;0;0;0;0;3;6;0;"2"
"3117";1963;1;0;0;0;0;0;0;3;1;0;"2"
"3118";2007;1;1;0;1;0;1;1;3;5;0;"1"
"3119";1934;1;2;0;2;0;0;0;3;1;0;"2"
"3120";1956;1;0;0;0;0;0;0;3;20;0;"2"
"3121";1953;1;0;0;0;0;0;0;3;1;0;"2"
"3122";2006;1;6;0;6;0;3;3;3;5;0;"1"
"3123";1963;1;5;0;5;0;0;0;3;1;0;"2"
"3124";1979;5;1;0;0;0;0;0;3;11;0;"1"
"3125";1979;8;38;0;25;11;3;5;3;11;1;"1"
"3126";1941;1;1;0;1;0;0;0;3;11;0;"2"
"3127";1988;1;1;2;1;6;0;0;3;48;0;"1"
"3128";1989;3;8;0;8;6;0;0;1;8;0;"1"
"3129";1959;1;3;0;3;0;1;1;3;1;0;"2"
"3130";1914;1;0;0;0;0;0;0;3;34;0;"2"
"3131";1924;1;2;0;2;0;0;0;3;4;0;"2"
"3132";1966;1;0;0;0;0;0;0;3;28;0;"2"
"3133";1969;1;0;0;0;11;0;0;3;76;0;"1"
"3134";2016;1;0;0;0;2;0;0;3;10;0;"1"
"3135";1928;1;1;0;1;0;0;0;3;1;0;"2"
"3136";2002;1;0;0;0;0;0;0;1;1;0;"1"
"3137";1999;1;1;0;1;0;0;0;3;1;0;"1"
"3138";2020;2;0;0;0;4;0;0;1;39;0;"1"
"3139";2003;1;1;0;1;0;0;0;3;4;0;"1"
"3140";2018;2;0;0;0;6;0;0;1;23;0;"1"
"3141";2013;8;16;2;14;14;2;9;4;71;1;"1"
"3142";2001;14;10;0;8;4;1;3;3;14;1;"1"
"3143";1978;8;27;0;27;6;0;0;3;8;1;"1"
"3144";1988;1;3;0;3;0;1;1;3;24;0;"1"
"3145";1993;3;69;1;69;20;3;4;3;60;1;"1"
"3146";1972;1;0;0;0;0;0;0;3;62;0;"1"
"3147";1940;1;1;0;1;0;0;0;3;4;0;"2"
"3148";1973;1;4;0;4;4;0;0;3;19;1;"1"
"3149";1964;3;15;0;0;0;0;0;3;15;0;"2"
"3150";2004;2;47;0;30;5;7;7;3;31;1;"1"
"3151";1997;1;4;1;4;0;2;2;3;3;0;"1"
"3152";2010;1;0;0;0;0;0;0;3;4;0;"1"
"3153";2003;2;0;0;0;0;0;0;3;6;0;"1"
"3154";1934;1;0;0;0;0;0;0;3;1;0;"2"
"3155";1962;1;1;0;1;0;0;0;3;1;0;"2"
"3156";2018;3;1;0;0;3;0;0;1;33;1;"1"
"3157";1999;3;2;1;2;5;0;0;1;14;0;"1"
"3158";2013;1;3;0;3;0;1;2;3;7;0;"1"
"3159";1985;1;0;0;0;6;0;0;3;12;1;"1"
"3160";1987;6;7;0;0;0;0;0;3;5;0;"1"
"3161";1939;1;0;0;0;0;0;0;3;1;0;"2"
"3162";2005;1;2;0;2;0;0;0;3;1;0;"1"
"3163";2010;15;16;0;5;13;2;3;4;15;1;"1"
"3164";1972;1;11;0;11;8;1;1;3;3;1;"1"
"3165";1956;2;0;0;0;0;0;0;3;1;0;"2"
"3166";2016;1;2;0;2;7;2;2;3;13;0;"1"
"3167";2006;14;60;16;40;19;9;16;3;23;1;"1"
"3168";1935;1;0;0;0;0;0;0;3;1;0;"2"
"3169";1980;8;41;0;36;5;0;2;3;8;1;"1"
"3170";1992;5;7;0;1;6;0;0;3;12;0;"1"
"3171";1933;1;0;0;0;0;0;0;3;1;0;"2"
"3172";1923;1;0;0;0;0;0;0;3;1;0;"2"
"3173";2001;2;11;1;1;0;0;0;3;1;0;"1"
"3174";2020;5;3;1;0;8;0;0;4;4;1;"1"
"3175";1934;1;0;0;0;0;0;0;3;1;0;"2"
"3176";1968;1;0;0;0;0;0;0;3;35;0;"1"
"3177";1998;9;12;0;2;8;1;1;3;25;0;"1"
"3178";1999;1;16;0;16;9;0;3;3;4;1;"1"
"3179";2018;1;1;0;1;0;1;1;3;7;0;"1"
"3180";2009;2;0;2;0;12;0;0;1;34;0;"1"
"3181";2020;1;0;0;0;2;0;0;1;55;0;"1"
"3182";2011;1;0;0;0;2;0;0;3;9;0;"1"
"3183";2006;2;1;0;1;6;0;1;3;5;0;"1"
"3184";1954;1;2;0;2;0;1;1;3;5;0;"2"
"3185";1958;1;0;0;0;0;0;0;3;11;0;"2"
"3186";1923;1;1;0;1;0;0;0;3;2;0;"2"
"3187";1979;1;68;0;68;20;0;5;3;33;1;"1"
"3188";2014;2;1;0;0;8;0;0;1;6;0;"1"
"3189";2005;1;26;8;26;5;1;8;3;52;1;"1"
"3190";2006;2;95;0;73;15;23;36;3;75;1;"1"
"3191";1977;1;5;0;5;0;0;0;3;10;0;"1"
"3192";2011;1;0;0;0;4;0;0;3;20;0;"1"
"3193";2006;12;11;0;9;11;7;7;3;2;1;"1"
"3194";2017;2;10;0;0;5;0;0;3;13;0;"1"
"3195";1962;1;2;0;2;0;1;1;3;19;0;"2"
"3196";2017;3;57;0;5;6;5;5;1;43;1;"1"
"3197";2016;1;4;0;4;0;4;4;3;10;0;"1"
"3198";2006;10;59;0;31;78;10;15;4;9;1;"1"
"3199";1996;6;6;0;0;3;0;0;1;6;1;"1"
"3200";1995;3;1;2;0;0;0;0;1;40;0;"1"
"3201";2003;1;1;0;1;0;0;0;3;4;0;"1"
"3202";1968;1;0;0;0;0;0;0;3;1;0;"2"
"3203";1993;15;138;0;111;13;10;10;3;23;1;"1"
"3204";1998;3;30;0;2;0;0;0;3;9;1;"1"
"3205";1912;1;4;0;4;0;0;0;3;20;0;"2"
"3206";1920;1;0;0;0;0;0;0;3;6;0;"2"
"3207";1993;1;47;0;47;12;4;8;3;20;1;"1"
"3209";1986;10;32;0;23;5;1;2;3;114;1;"1"
"3210";2010;1;0;0;0;0;0;0;3;7;0;"1"
"3211";1919;1;0;0;0;0;0;0;3;4;0;"2"
"3212";1912;1;0;0;0;0;0;0;3;7;0;"2"
"3213";2002;1;0;0;0;0;0;0;3;4;0;"1"
"3214";1909;1;0;0;0;0;0;0;3;19;0;"2"
"3215";2008;2;1;0;0;0;0;0;3;13;0;"1"
"3216";2016;1;6;0;6;0;6;6;3;3;0;"1"
"3217";1914;1;0;0;0;0;0;0;3;2;0;"2"
"3218";1996;1;1;0;1;0;0;0;3;9;0;"1"
"3219";2005;8;29;0;5;3;0;0;1;49;1;"1"
"3220";2020;1;0;0;0;0;0;0;2;5;0;"1"
"3221";2003;6;83;1;42;27;7;16;3;73;1;"1"
"3222";1955;1;3;0;3;0;1;1;3;1;0;"2"
"3223";2007;2;3;0;3;0;2;2;3;18;0;"1"
"3224";2011;5;6;1;0;0;0;0;3;5;0;"1"
"3225";2019;6;1;2;0;6;0;0;2;53;1;"1"
"3226";2020;2;0;0;0;70;0;0;4;23;1;"1"
"3227";1998;3;11;0;0;0;0;0;3;30;0;"1"
"3228";1912;1;0;0;0;0;0;0;3;3;0;"2"
"3229";2010;1;0;0;0;0;0;0;3;15;0;"1"
"3230";1973;4;47;0;37;7;0;1;3;35;1;"1"
"3231";1910;1;0;0;0;0;0;0;3;14;0;"2"
"3232";1987;2;0;1;0;0;0;0;3;27;0;"1"
"3233";1996;1;2;0;2;0;0;0;3;28;0;"1"
"3234";2002;3;0;1;0;2;0;0;1;15;0;"1"
"3235";1920;1;0;0;0;0;0;0;3;8;0;"2"
"3236";1939;1;0;0;0;0;0;0;3;1;0;"2"
"3237";1984;2;1;0;0;0;0;0;3;9;0;"1"
"3238";1975;1;0;0;0;0;0;0;3;3;0;"1"
"3239";1929;1;1;0;1;0;0;0;3;8;0;"2"
"3240";1988;2;0;0;0;0;0;0;3;8;0;"1"
"3241";1964;1;1;0;1;0;0;0;3;1;0;"2"
"3242";1974;1;0;0;0;0;0;0;3;9;0;"1"
"3243";2018;1;0;0;0;0;0;0;3;1;0;"1"
"3244";1997;1;2;0;2;4;2;2;3;102;1;"1"
"3245";2009;1;1;0;1;0;1;1;3;20;0;"1"
"3246";2008;4;34;13;16;54;0;3;3;25;1;"1"
"3247";2009;4;19;0;10;7;3;6;1;17;1;"1"
"3248";2006;1;7;0;7;4;0;0;1;30;0;"1"
"3249";1913;1;0;0;0;0;0;0;3;31;0;"2"
"3250";2010;1;12;0;12;0;0;4;3;19;0;"1"
"3251";2016;1;1;0;1;0;1;1;3;68;0;"1"
"3252";2005;1;13;0;13;3;4;6;3;28;1;"1"
"3253";2006;1;0;0;0;0;0;0;3;4;0;"1"
"3254";2017;1;2;0;2;0;0;0;3;9;0;"1"
"3255";1955;1;7;0;7;0;0;0;3;1;0;"2"
"3256";2004;2;2;0;0;0;0;0;3;43;0;"1"
"3257";1951;1;0;0;0;0;0;0;3;9;0;"2"
"3258";1918;1;0;0;0;0;0;0;3;5;0;"2"
"3259";2003;1;0;0;0;0;0;0;3;1;0;"1"
"3260";2015;1;7;0;7;4;6;7;3;10;0;"1"
"3261";1957;1;1;0;1;0;0;0;3;36;0;"2"
"3262";1971;1;11;0;11;0;0;1;3;7;0;"1"
"3263";1964;1;7;0;7;0;0;0;3;12;0;"2"
"3264";2014;1;0;2;0;2;0;0;3;1;0;"1"
"3265";2016;1;0;0;0;2;0;0;3;12;0;"1"
"3266";1953;1;0;0;0;0;0;0;3;1;0;"2"
"3267";1922;1;0;0;0;0;0;0;3;1;0;"2"
"3268";1960;1;7;0;7;0;4;4;3;1;0;"2"
"3269";2006;5;69;0;12;5;5;8;1;22;1;"1"
"3270";2006;9;26;0;18;8;6;12;3;1;1;"1"
"3271";1984;1;1;0;1;0;1;1;3;22;0;"1"
"3272";2006;1;0;0;0;0;0;0;3;8;0;"1"
"3273";1989;1;63;2;63;11;2;3;3;23;1;"1"
"3274";1907;1;0;0;0;0;0;0;3;29;0;"2"
"3275";1973;1;28;0;30;3;0;0;3;8;1;"1"
"3276";2000;1;64;0;64;64;2;9;3;8;1;"1"
"3277";1913;1;0;0;0;0;0;0;3;2;0;"2"
"3278";1912;1;0;0;0;0;0;0;3;8;0;"2"
"3279";2015;3;10;0;10;6;10;10;4;48;0;"1"
"3280";1974;1;8;0;8;8;1;1;3;25;1;"1"
"3281";1979;1;46;2;46;13;1;1;3;28;1;"1"
"3282";2017;1;0;0;0;5;0;0;3;2;0;"1"
"3283";1979;10;32;0;7;0;0;0;3;12;1;"1"
"3284";1977;1;47;0;47;8;1;2;3;9;1;"1"
"3285";2004;5;31;0;17;2;10;11;3;27;1;"1"
"3286";2020;3;0;3;0;8;0;0;1;13;0;"1"
"3287";1912;1;0;0;0;0;0;0;3;9;0;"2"
"3288";1948;1;4;0;4;0;0;0;3;22;0;"2"
"3289";2008;1;2;0;2;2;1;1;3;7;0;"1"
"3290";1935;1;0;0;0;0;0;0;3;14;0;"2"
"3291";1997;1;7;0;7;0;0;0;3;1;0;"1"
"3292";1910;1;0;0;0;0;0;0;3;16;0;"2"
"3293";1919;1;0;0;0;0;0;0;3;3;0;"2"
"3294";2007;1;34;1;34;40;6;9;3;17;1;"1"
"3295";2005;1;2;0;2;0;0;0;3;9;0;"1"
"3296";1913;1;0;0;0;0;0;0;3;7;0;"2"
"3297";2008;5;5;0;5;33;3;3;3;33;1;"1"
"3298";2009;4;33;0;0;0;0;0;3;68;1;"1"
"3299";1914;1;0;0;0;0;0;0;3;8;0;"2"
"3300";1910;1;0;0;0;0;0;0;3;16;0;"2"
"3301";1919;1;0;0;0;0;0;0;3;2;0;"2"
"3302";1959;1;2;0;2;0;1;2;3;1;0;"2"
"3303";1914;1;0;0;0;0;0;0;3;34;0;"2"
"3304";2020;1;0;0;0;0;0;0;4;8;0;"1"
"3305";1979;1;0;0;0;0;0;0;3;105;0;"1"
"3306";1911;1;0;0;0;0;0;0;3;24;0;"2"
"3307";1912;1;0;0;0;0;0;0;3;3;0;"2"
"3308";1979;5;16;1;13;8;0;1;3;6;1;"1"
"3309";1985;2;0;0;0;5;0;0;3;18;0;"1"
"3310";1986;1;0;0;0;0;0;0;3;2;0;"1"
"3311";2014;1;0;0;0;0;0;0;3;5;0;"1"
"3312";2004;9;31;0;13;0;3;5;4;23;1;"1"
"3313";2014;1;2;1;2;6;2;2;3;3;0;"1"
"3314";2008;1;3;0;3;1;0;0;3;9;0;"1"
"3315";2011;1;0;0;0;0;0;0;3;4;0;"1"
"3316";2020;5;17;0;0;0;0;0;2;15;1;"1"
"3317";2003;1;0;0;0;0;0;0;3;34;0;"1"
"3318";1948;1;0;0;0;0;0;0;3;1;0;"2"
"3319";1914;1;0;0;0;0;0;0;3;3;0;"2"
"3320";2002;2;2;0;0;2;0;0;3;11;0;"1"
"3321";2017;1;2;0;2;0;0;0;3;11;0;"1"
"3322";1913;1;0;0;0;0;0;0;3;9;0;"2"
"3323";1922;1;0;0;0;0;0;0;3;1;0;"2"
"3324";1925;1;0;0;0;0;0;0;3;12;0;"1"
"3325";2007;3;26;0;26;10;2;2;3;55;0;"2"
"3326";1978;1;10;0;10;9;0;0;3;16;1;"2"
"3327";1953;1;0;0;0;0;0;0;3;2;0;"1"
"3328";1921;1;2;0;2;0;0;0;3;3;0;"2"
"3329";2011;1;5;0;5;1;2;4;3;119;0;"2"
"3330";1998;8;38;0;0;1;0;0;1;330;1;"2"
"3331";1926;1;0;0;0;0;0;0;3;1;0;"1"
"3332";2007;1;0;0;0;6;0;0;3;10;0;"2"
"3333";2020;2;0;0;0;5;0;0;4;8;0;"1"
"3334";1964;1;0;0;0;0;0;0;3;1;0;"2"
"3335";1955;1;2;0;2;0;2;2;3;1;0;"2"
"3336";1985;1;15;0;15;9;2;2;3;46;1;"1"
"3337";1994;1;0;0;0;0;0;0;3;1;0;"2"
"3338";2000;1;0;1;0;0;0;0;3;1;0;"1"
"3339";1980;1;2;0;2;0;0;0;3;46;0;"1"
"3340";1913;1;0;0;0;0;0;0;3;7;0;"1"
"3341";2005;4;1;1;1;3;0;0;1;29;0;"2"
"3342";1938;1;3;0;3;0;0;0;3;1;0;"2"
"3343";2004;1;49;0;49;12;7;10;3;45;1;"2"
"3344";1940;1;4;0;4;0;0;0;3;11;0;"2"
"3345";1910;1;0;0;0;0;0;0;3;22;0;"2"
"3346";2010;2;7;0;2;7;0;2;4;20;1;"2"
"3347";1928;1;0;0;0;0;0;0;3;1;0;"2"
"3348";2004;2;1;0;0;0;0;0;3;9;0;"2"
"3349";1993;1;0;0;0;0;0;0;3;8;0;"2"
"3350";1989;1;0;0;0;0;0;0;3;63;0;"1"
"3351";1911;1;0;0;0;0;0;0;3;6;0;"1"
"3352";1977;1;2;0;2;16;0;0;3;4;1;"2"
"3353";2006;3;1;0;1;10;0;0;3;53;0;"2"
"3354";1915;1;0;0;0;0;0;0;3;4;0;"2"
"3355";1986;1;0;0;0;0;0;0;3;3;0;"2"
"3356";1906;1;1;0;1;0;0;0;3;29;0;"1"
"3357";1913;1;0;0;0;0;0;0;3;8;0;"1"
"3358";1912;1;0;0;0;0;0;0;3;33;0;"2"
"3359";2011;1;0;0;0;1;0;0;3;3;0;"1"
"3360";1994;2;8;0;7;2;0;0;3;12;0;"1"
"3361";1922;1;1;0;1;0;0;0;3;1;0;"1"
"3362";1926;1;0;0;0;0;0;0;3;1;0;"1"
"3363";1955;1;2;0;2;0;1;1;3;1;0;"1"
"3364";1912;1;0;0;0;0;0;0;3;29;0;"1"
"3365";2009;1;1;0;1;0;0;0;3;1;0;"1"
"3366";2011;1;10;0;10;0;1;7;3;3;0;"1"
"3367";1999;1;6;1;6;0;2;2;3;1;0;"1"
"3368";1913;1;1;0;1;0;0;0;3;4;0;"1"
"3369";1972;1;0;0;0;0;0;0;3;3;0;"1"
"3370";1996;1;3;0;3;0;0;0;3;43;0;"1"
"3371";1973;3;35;0;32;8;1;1;3;11;1;"2"
"3372";1976;1;48;0;48;13;3;3;3;22;1;"1"
"3373";1999;1;6;0;6;0;2;2;3;2;0;"1"
"3374";2020;2;0;0;0;3;0;0;4;26;1;"2"
"3375";1971;1;0;0;0;0;0;0;3;36;0;"1"
"3376";2017;10;12;0;0;0;0;0;3;20;1;"2"
"3377";1956;1;0;0;0;0;0;0;3;1;0;"1"
"3378";2004;3;2;0;2;6;1;1;3;16;1;"1"
"3379";2015;1;0;0;0;5;0;0;1;10;0;"2"
"3380";1973;1;21;0;21;6;0;0;3;16;1;"2"
"3381";1969;1;0;0;0;0;0;0;3;1;0;"1"
"3382";2008;6;11;0;3;5;0;0;4;12;1;"2"
"3383";1992;1;37;8;37;20;3;5;3;61;1;"1"
"3384";1960;1;0;0;0;0;0;0;3;18;0;"1"
"3385";1978;1;2;0;2;0;0;0;3;34;0;"1"
"3386";1959;1;0;0;0;0;0;0;3;1;0;"2"
"3387";2003;13;30;0;6;3;6;6;1;25;1;"1"
"3388";1919;1;0;0;0;0;0;0;3;23;0;"2"
"3389";2018;1;0;0;0;0;0;0;3;9;0;"2"
"3390";2012;2;1;0;0;1;0;0;3;38;0;"2"
"3391";1977;1;9;0;9;0;0;0;3;14;0;"1"
"3392";1999;1;3;5;3;16;0;0;3;4;1;"2"
"3393";1953;1;0;0;0;0;0;0;3;1;0;"2"
"3394";1943;1;0;0;0;0;0;0;3;1;0;"2"
"3395";1947;1;6;0;6;0;0;0;3;28;0;"1"
"3396";2014;3;2;0;0;3;0;0;3;5;0;"1"
"3397";1954;1;0;0;0;0;0;0;3;4;0;"1"
"3398";2008;1;0;1;0;2;0;0;1;5;0;"1"
"3399";1961;1;0;0;0;0;0;0;3;1;0;"2"
"3400";1992;4;3;0;1;4;0;0;3;11;0;"1"
"3401";1972;1;0;0;0;0;0;0;3;12;0;"1"
"3402";2006;2;33;0;9;6;2;4;3;21;1;"1"
"3403";1972;5;6;0;6;4;0;0;3;18;1;"2"
"3404";1983;1;10;0;10;10;0;1;3;17;1;"1"
"3405";2014;1;0;0;0;4;0;0;3;10;0;"2"
"3406";1915;1;0;0;0;0;0;0;3;21;0;"1"
"3407";1990;2;0;0;0;0;0;0;3;8;0;"1"
"3408";1930;1;0;0;0;0;0;0;3;2;0;"2"
"3409";1992;1;32;0;32;7;0;1;3;43;1;"2"
"3410";2005;20;16;1;7;3;2;2;1;9;1;"2"
"3411";2006;4;21;8;12;2;0;2;3;26;1;"1"
"3412";2012;21;42;0;1;0;0;1;3;21;1;"1"
"3413";1973;1;0;0;0;0;0;0;3;12;0;"2"
"3414";1925;1;0;0;0;0;0;0;3;1;0;"1"
"3415";2006;1;0;0;0;0;0;0;3;8;0;"2"
"3416";1951;1;0;0;0;0;0;0;3;8;0;"1"
"3417";2009;2;19;8;12;35;3;4;3;18;1;"1"
"3418";2020;1;0;0;0;3;0;0;3;2;0;"2"
"3419";1928;1;5;0;5;0;0;0;3;1;0;"1"
"3420";1929;1;0;0;0;0;0;0;3;2;0;"1"
"3421";2004;1;6;0;6;0;0;0;3;8;0;"2"
"3422";1982;7;9;0;5;0;5;5;3;37;0;"2"
"3423";1927;1;0;0;0;0;0;0;3;7;0;"1"
"3424";1926;1;0;0;0;0;0;0;3;1;0;"1"
"3425";2006;13;144;4;45;45;13;21;3;25;1;"2"
"3426";2013;1;0;0;0;0;0;0;3;6;0;"1"
"3427";2012;1;2;0;2;0;0;0;3;3;0;"2"
"3428";2007;1;0;0;0;1;0;0;3;5;0;"2"
"3429";1998;3;7;0;3;9;0;0;1;13;0;"2"
"3430";2014;6;10;1;0;10;0;0;3;37;1;"1"
"3431";2001;1;5;1;5;0;0;0;3;1;0;"1"
"3432";2012;1;0;0;0;4;0;0;3;1;0;"2"
"3433";1993;1;23;0;23;5;1;1;3;27;1;"1"
"3434";2007;1;0;1;0;2;0;0;3;1;0;"1"
"3435";2015;1;0;0;0;7;0;0;3;3;0;"2"
"3436";1912;1;0;0;0;0;0;0;3;9;0;"2"
"3437";2007;2;1;0;0;0;0;0;3;13;0;"1"
"3438";1913;1;0;0;0;0;0;0;3;5;0;"2"
"3439";1961;1;6;0;6;0;1;1;3;30;0;"2"
"3440";2005;6;21;0;15;5;2;8;3;29;1;"2"
"3441";1946;1;0;0;0;0;0;0;3;1;0;"1"
"3442";2005;1;0;0;0;0;0;0;3;9;0;"2"
"3443";2011;1;56;0;56;14;13;32;3;14;1;"1"
"3444";1914;1;0;0;0;0;0;0;3;2;0;"1"
"3445";1999;1;2;0;2;8;1;1;1;14;0;"1"
"3446";2020;2;0;1;0;6;0;0;1;26;0;"1"
"3447";2007;1;1;0;1;0;0;1;3;29;0;"2"
"3448";1995;3;4;0;2;5;0;0;3;15;0;"1"
"3449";2008;9;18;0;6;91;0;2;3;12;1;"1"
"3450";2012;6;3;0;0;0;0;0;3;11;1;"1"
"3451";2010;2;1;0;1;0;0;0;3;28;0;"2"
"3452";2006;1;1;0;1;0;0;0;3;8;0;"2"
"3453";2010;3;1;0;1;4;1;1;3;7;0;"2"
"3454";2007;2;4;0;4;1;0;0;3;21;0;"2"
"3455";1912;1;0;0;0;0;0;0;3;23;0;"2"
"3456";1990;1;52;0;52;23;5;5;3;84;1;"2"
"3457";2006;2;23;0;16;10;1;4;3;11;1;"2"
"3458";2016;2;2;1;2;4;2;2;3;9;0;"2"
"3459";1972;1;7;0;7;0;0;0;3;9;0;"2"
"3460";2007;14;13;0;3;7;0;0;3;2;1;"2"
"3461";1912;1;0;0;0;0;0;0;3;12;0;"1"
"3462";2007;1;2;0;2;1;0;0;3;7;0;"1"
"3463";1957;1;0;0;0;0;0;0;3;8;0;"1"
"3464";1931;1;0;0;0;0;0;0;3;10;0;"1"
"3465";1995;2;26;0;3;0;0;0;3;5;0;"1"
"3466";2006;1;38;0;38;35;10;14;3;12;1;"2"
"3467";1931;1;0;0;0;0;0;0;3;1;0;"1"
"3468";1986;1;0;1;0;1;0;0;3;20;0;"1"
"3469";1922;1;1;0;1;0;0;0;3;10;0;"1"
"3470";2009;1;0;0;0;0;0;0;1;11;0;"1"
"3471";2016;1;1;0;1;0;1;1;3;1;0;"2"
"3472";1991;10;115;0;0;0;0;0;3;1;1;"2"
"3473";2010;1;16;0;16;6;1;3;3;9;0;"1"
"3474";2006;7;113;0;9;6;0;7;3;20;1;"1"
"3475";1953;1;1;0;1;0;0;0;3;9;0;"1"
"3476";1987;1;28;0;28;9;0;0;3;11;1;"1"
"3477";1992;1;0;0;0;0;0;0;3;51;0;"1"
"3478";1999;2;22;0;15;8;1;4;3;16;1;"2"
"3479";1963;1;0;0;0;0;0;0;3;1;0;"1"
"3480";1932;1;0;0;0;0;0;0;3;1;0;"1"
"3481";1926;1;0;0;0;0;0;0;3;1;0;"1"
"3482";1993;1;5;0;5;0;0;0;3;3;0;"2"
"3483";2009;1;0;1;0;7;0;0;3;3;0;"1"
"3484";2005;1;22;0;22;7;1;5;3;19;1;"2"
"3485";1991;8;34;0;26;24;0;0;3;18;1;"1"
"3486";1997;3;19;0;1;13;1;1;3;11;0;"1"
"3487";2006;6;77;4;29;13;14;16;3;29;1;"2"
"3488";2010;3;3;0;1;4;0;0;1;5;0;"2"
"3489";2008;1;6;0;6;0;1;1;3;5;0;"1"
"3490";1995;2;0;0;0;0;0;0;3;1;0;"1"
"3491";2020;5;2;0;0;0;0;0;2;20;1;"1"
"3492";1922;1;0;0;0;0;0;0;3;10;0;"2"
"3493";1988;1;1;0;1;0;0;0;3;10;0;"1"
"3494";1964;1;0;0;0;0;0;0;3;1;0;"2"
"3495";1930;1;0;0;0;0;0;0;3;1;0;"2"
"3496";2002;1;12;0;12;0;1;2;3;62;0;"2"
"3497";1982;1;4;0;4;0;0;0;3;22;0;"2"
"3498";1998;3;5;2;5;6;0;0;3;27;0;"1"
"3499";1993;1;70;0;70;10;7;11;3;86;1;"2"
"3500";1911;1;0;0;0;0;0;0;3;8;0;"2"
"3501";1962;1;12;0;12;0;0;0;3;24;0;"2"
"3502";2009;4;12;0;10;5;2;2;4;2;1;"2"
"3503";2016;1;2;1;2;4;2;2;3;1;0;"1"
"3504";1978;1;3;1;3;17;0;0;3;19;1;"2"
"3505";2000;1;0;1;0;9;0;0;1;5;0;"1"
"3506";1991;4;4;0;4;4;1;1;3;6;1;"2"
"3507";1972;1;50;0;50;5;0;0;3;9;1;"1"
"3508";2016;1;0;0;0;0;0;0;3;4;0;"1"
"3509";2009;12;18;0;14;8;6;10;4;17;1;"2"
"3510";1994;2;5;0;5;3;1;1;3;14;0;"2"
"3511";1940;1;5;0;5;0;0;1;3;9;0;"2"
"3512";1939;1;1;0;1;0;0;0;3;2;0;"1"
"3513";2005;2;47;0;13;8;1;6;3;12;1;"1"
"3514";2014;11;4;0;4;7;1;3;4;20;1;"2"
"3515";2020;2;0;0;0;5;0;0;1;17;0;"2"
